03-04 17:32:54  New day is coming 4 
03-04 17:32:54  Not game time, sleep... 
03-05 05:58:28  Still in matching 
03-05 05:58:31  Looking for image: matching.png 
03-05 05:58:36  Not found matching.png, maybe match done 
03-05 05:58:39  Looking for image: matching.png 
03-05 05:58:44  Not found matching.png, maybe match done 
03-05 05:58:47  Looking for image: matching.png 
03-05 05:58:52  Not found matching.png, maybe match done 
03-05 05:58:52  matching done 
03-05 05:58:52  Game is going on. 
03-05 05:59:02  Select card. 
03-05 05:59:08  Wait for succeed 
03-05 05:59:08  Game is going on. 
03-05 05:59:26  Game is going on. 
03-05 05:59:26  Looking for image: bk1.png 
03-05 05:59:50  Game is going on. 
03-05 05:59:50  Looking for image: bk1.png 
03-05 05:59:50  I win this round 
03-05 05:59:50  Total have win: 18 
03-05 05:59:50  Start Match 
03-05 05:59:53  start round match 
03-05 05:59:55  Looking for image: matching.png 
03-05 05:59:56  Still in matching 
03-05 05:59:58  Looking for image: matching.png 
03-05 05:59:58  Still in matching 
03-05 06:00:01  Looking for image: matching.png 
03-05 06:00:06  Not found matching.png, maybe match done 
03-05 06:00:08  Looking for image: matching.png 
03-05 06:00:14  Not found matching.png, maybe match done 
03-05 06:00:16  Looking for image: matching.png 
03-05 06:00:21  Not found matching.png, maybe match done 
03-05 06:00:21  matching done 
03-05 06:00:21  Game is going on. 
03-05 06:00:31  Select card. 
03-05 06:00:36  Wait for succeed 
03-05 06:00:36  Game is going on. 
03-05 06:00:54  Game is going on. 
03-05 06:00:54  Looking for image: bk1.png 
03-05 06:00:55  I win this round 
03-05 06:00:55  Total have win: 19 
03-05 06:00:55  Start Match 
03-05 06:00:57  start round match 
03-05 06:00:59  Looking for image: matching.png 
03-05 06:01:05  Not found matching.png, maybe match done 
03-05 06:01:07  Looking for image: matching.png 
03-05 06:01:13  Not found matching.png, maybe match done 
03-05 06:01:15  Looking for image: matching.png 
03-05 06:01:20  Not found matching.png, maybe match done 
03-05 06:01:20  matching done 
03-05 06:01:20  Game is going on. 
03-05 06:01:30  Select card. 
03-05 06:01:35  Wait for succeed 
03-05 06:01:35  Game is going on. 
03-05 06:01:53  Game is going on. 
03-05 06:01:53  Looking for image: bk1.png 
03-05 06:02:17  Game is going on. 
03-05 06:02:17  Looking for image: bk1.png 
03-05 06:02:40  Game is going on. 
03-05 06:02:40  Looking for image: bk1.png 
03-05 06:02:46  I Give up 
03-05 06:03:10  Looking for image: bk1.png 
03-05 06:03:10  Total have win: 19 
03-05 06:03:10  Start Match 
03-05 06:03:12  start round match 
03-05 06:03:15  Looking for image: matching.png 
03-05 06:03:15  Still in matching 
03-05 06:03:18  Looking for image: matching.png 
03-05 06:03:18  Still in matching 
03-05 06:03:21  Looking for image: matching.png 
03-05 06:03:21  Still in matching 
03-05 06:03:23  Looking for image: matching.png 
03-05 06:03:24  Still in matching 
03-05 06:03:26  Looking for image: matching.png 
03-05 06:03:27  Still in matching 
03-05 06:03:29  Looking for image: matching.png 
03-05 06:03:30  Still in matching 
03-05 06:03:32  Looking for image: matching.png 
03-05 06:03:33  Still in matching 
03-05 06:03:35  Looking for image: matching.png 
03-05 06:03:35  Still in matching 
03-05 06:03:38  Looking for image: matching.png 
03-05 06:03:44  Not found matching.png, maybe match done 
03-05 06:03:46  Looking for image: matching.png 
03-05 06:03:51  Not found matching.png, maybe match done 
03-05 06:03:53  Looking for image: matching.png 
03-05 06:03:59  Not found matching.png, maybe match done 
03-05 06:03:59  matching done 
03-05 06:03:59  Game is going on. 
03-05 06:04:09  Select card. 
03-05 06:04:14  Wait for succeed 
03-05 06:04:14  Game is going on. 
03-05 06:04:32  Game is going on. 
03-05 06:04:32  Looking for image: bk1.png 
03-05 06:04:56  Game is going on. 
03-05 06:04:56  Looking for image: bk1.png 
03-05 06:05:20  Game is going on. 
03-05 06:05:20  Looking for image: bk1.png 
03-05 06:05:25  I Give up 
03-05 06:05:49  Looking for image: bk1.png 
03-05 06:05:49  Total have win: 19 
03-05 06:05:49  Start Match 
03-05 06:05:51  start round match 
03-05 06:05:54  Looking for image: matching.png 
03-05 06:05:54  Still in matching 
03-05 06:05:57  Looking for image: matching.png 
03-05 06:05:57  Still in matching 
03-05 06:05:59  Looking for image: matching.png 
03-05 06:06:00  Still in matching 
03-05 06:06:02  Looking for image: matching.png 
03-05 06:06:03  Still in matching 
03-05 06:06:05  Looking for image: matching.png 
03-05 06:06:06  Still in matching 
03-05 06:06:08  Looking for image: matching.png 
03-05 06:06:09  Still in matching 
03-05 06:06:11  Looking for image: matching.png 
03-05 06:06:11  Still in matching 
03-05 06:06:14  Looking for image: matching.png 
03-05 06:06:20  Not found matching.png, maybe match done 
03-05 06:06:22  Looking for image: matching.png 
03-05 06:06:28  Not found matching.png, maybe match done 
03-05 06:06:30  Looking for image: matching.png 
03-05 06:06:35  Not found matching.png, maybe match done 
03-05 06:06:35  matching done 
03-05 06:06:35  Game is going on. 
03-05 06:06:45  Select card. 
03-05 06:06:51  Wait for succeed 
03-05 06:06:51  Game is going on. 
03-05 06:07:09  Game is going on. 
03-05 06:07:09  Looking for image: bk1.png 
03-05 06:07:32  Game is going on. 
03-05 06:07:32  Looking for image: bk1.png 
03-05 06:07:56  Game is going on. 
03-05 06:07:56  Looking for image: bk1.png 
03-05 06:08:02  I Give up 
03-05 06:08:25  Looking for image: bk1.png 
03-05 06:08:26  Total have win: 19 
03-05 06:08:26  Start Match 
03-05 06:08:28  start round match 
03-05 06:08:30  Looking for image: matching.png 
03-05 06:08:31  Still in matching 
03-05 06:08:33  Looking for image: matching.png 
03-05 06:08:34  Still in matching 
03-05 06:08:36  Looking for image: matching.png 
03-05 06:08:37  Still in matching 
03-05 06:08:39  Looking for image: matching.png 
03-05 06:08:40  Still in matching 
03-05 06:08:42  Looking for image: matching.png 
03-05 06:08:42  Still in matching 
03-05 06:08:45  Looking for image: matching.png 
03-05 06:08:45  Still in matching 
03-05 06:08:47  Looking for image: matching.png 
03-05 06:08:53  Not found matching.png, maybe match done 
03-05 06:08:56  Looking for image: matching.png 
03-05 06:09:02  Not found matching.png, maybe match done 
03-05 06:09:04  Looking for image: matching.png 
03-05 06:09:10  Not found matching.png, maybe match done 
03-05 06:09:10  matching done 
03-05 06:09:10  Game is going on. 
03-05 06:09:20  Select card. 
03-05 06:09:25  Wait for succeed 
03-05 06:09:25  Game is going on. 
03-05 06:09:43  Game is going on. 
03-05 06:09:43  Looking for image: bk1.png 
03-05 06:10:08  Game is going on. 
03-05 06:10:08  Looking for image: bk1.png 
03-05 06:10:32  Game is going on. 
03-05 06:10:32  Looking for image: bk1.png 
03-05 06:10:39  I Give up 
03-05 06:11:02  Looking for image: bk1.png 
03-05 06:11:03  Total have win: 19 
03-05 06:11:03  Start Match 
03-05 06:11:05  start round match 
03-05 06:11:07  Looking for image: matching.png 
03-05 06:11:08  Still in matching 
03-05 06:11:10  Looking for image: matching.png 
03-05 06:11:11  Still in matching 
03-05 06:11:13  Looking for image: matching.png 
03-05 06:11:13  Still in matching 
03-05 06:11:16  Looking for image: matching.png 
03-05 06:11:16  Still in matching 
03-05 06:11:18  Looking for image: matching.png 
03-05 06:11:24  Not found matching.png, maybe match done 
03-05 06:11:26  Looking for image: matching.png 
03-05 06:11:32  Not found matching.png, maybe match done 
03-05 06:11:34  Looking for image: matching.png 
03-05 06:11:40  Not found matching.png, maybe match done 
03-05 06:11:40  matching done 
03-05 06:11:40  Game is going on. 
03-05 06:11:50  Select card. 
03-05 06:11:55  Wait for succeed 
03-05 06:11:55  Game is going on. 
03-05 06:12:13  Game is going on. 
03-05 06:12:13  Looking for image: bk1.png 
03-05 06:12:36  Game is going on. 
03-05 06:12:36  Looking for image: bk1.png 
03-05 06:13:00  Game is going on. 
03-05 06:13:00  Looking for image: bk1.png 
03-05 06:13:06  I Give up 
03-05 06:13:29  Looking for image: bk1.png 
03-05 06:13:30  Total have win: 19 
03-05 06:13:30  Start Match 
03-05 06:13:32  start round match 
03-05 06:13:34  Looking for image: matching.png 
03-05 06:13:35  Still in matching 
03-05 06:13:37  Looking for image: matching.png 
03-05 06:13:38  Still in matching 
03-05 06:13:40  Looking for image: matching.png 
03-05 06:13:41  Still in matching 
03-05 06:13:43  Looking for image: matching.png 
03-05 06:13:43  Still in matching 
03-05 06:13:46  Looking for image: matching.png 
03-05 06:13:46  Still in matching 
03-05 06:13:48  Looking for image: matching.png 
03-05 06:13:50  Still in matching 
03-05 06:13:52  Looking for image: matching.png 
03-05 06:13:59  Not found matching.png, maybe match done 
03-05 06:14:02  Looking for image: matching.png 
03-05 06:14:09  Not found matching.png, maybe match done 
03-05 06:14:11  Looking for image: matching.png 
03-05 06:14:18  Not found matching.png, maybe match done 
03-05 06:14:18  matching done 
03-05 06:14:18  Game is going on. 
03-05 06:14:28  Select card. 
03-05 06:14:33  Wait for succeed 
03-05 06:14:33  Game is going on. 
03-05 06:14:51  Game is going on. 
03-05 06:14:51  Looking for image: bk1.png 
03-05 06:14:52  I win this round 
03-05 06:14:52  Total have win: 20 
03-05 06:14:52  Start Match 
03-05 06:14:54  start round match 
03-05 06:14:56  Looking for image: matching.png 
03-05 06:14:57  Still in matching 
03-05 06:14:59  Looking for image: matching.png 
03-05 06:15:00  Still in matching 
03-05 06:15:02  Looking for image: matching.png 
03-05 06:15:03  Still in matching 
03-05 06:15:05  Looking for image: matching.png 
03-05 06:15:05  Still in matching 
03-05 06:15:08  Looking for image: matching.png 
03-05 06:15:08  Still in matching 
03-05 06:15:11  Looking for image: matching.png 
03-05 06:15:11  Still in matching 
03-05 06:15:13  Looking for image: matching.png 
03-05 06:15:14  Still in matching 
03-05 06:15:16  Looking for image: matching.png 
03-05 06:15:19  Still in matching 
03-05 06:15:21  Looking for image: matching.png 
03-05 06:15:28  Not found matching.png, maybe match done 
03-05 06:15:30  Looking for image: matching.png 
03-05 06:15:37  Not found matching.png, maybe match done 
03-05 06:15:39  Looking for image: matching.png 
03-05 06:15:46  Not found matching.png, maybe match done 
03-05 06:15:46  matching done 
03-05 06:15:46  Game is going on. 
03-05 06:15:56  Select card. 
03-05 06:16:01  Wait for succeed 
03-05 06:16:01  Game is going on. 
03-05 06:16:19  Game is going on. 
03-05 06:16:19  Looking for image: bk1.png 
03-05 06:16:43  Game is going on. 
03-05 06:16:43  Looking for image: bk1.png 
03-05 06:16:44  I win this round 
03-05 06:16:44  Total have win: 21 
03-05 06:16:44  Start Match 
03-05 06:16:46  start round match 
03-05 06:16:48  Looking for image: matching.png 
03-05 06:16:49  Still in matching 
03-05 06:16:51  Looking for image: matching.png 
03-05 06:16:52  Still in matching 
03-05 06:16:54  Looking for image: matching.png 
03-05 06:16:55  Still in matching 
03-05 06:16:57  Looking for image: matching.png 
03-05 06:16:59  Still in matching 
03-05 06:17:01  Looking for image: matching.png 
03-05 06:17:07  Not found matching.png, maybe match done 
03-05 06:17:09  Looking for image: matching.png 
03-05 06:17:15  Not found matching.png, maybe match done 
03-05 06:17:17  Looking for image: matching.png 
03-05 06:17:23  Not found matching.png, maybe match done 
03-05 06:17:23  matching done 
03-05 06:17:23  Game is going on. 
03-05 06:17:33  Select card. 
03-05 06:17:38  Wait for succeed 
03-05 06:17:38  Game is going on. 
03-05 06:17:56  Game is going on. 
03-05 06:17:56  Looking for image: bk1.png 
03-05 06:18:20  Game is going on. 
03-05 06:18:20  Looking for image: bk1.png 
03-05 06:18:44  Game is going on. 
03-05 06:18:44  Looking for image: bk1.png 
03-05 06:18:50  I Give up 
03-05 06:19:13  Looking for image: bk1.png 
03-05 06:19:14  Total have win: 21 
03-05 06:19:14  Start Match 
03-05 06:19:16  start round match 
03-05 06:19:19  Looking for image: matching.png 
03-05 06:19:19  Still in matching 
03-05 06:19:21  Looking for image: matching.png 
03-05 06:19:22  Still in matching 
03-05 06:19:24  Looking for image: matching.png 
03-05 06:19:25  Still in matching 
03-05 06:19:27  Looking for image: matching.png 
03-05 06:19:28  Still in matching 
03-05 06:19:30  Looking for image: matching.png 
03-05 06:19:31  Still in matching 
03-05 06:19:33  Looking for image: matching.png 
03-05 06:19:39  Not found matching.png, maybe match done 
03-05 06:19:41  Looking for image: matching.png 
03-05 06:19:47  Not found matching.png, maybe match done 
03-05 06:19:49  Looking for image: matching.png 
03-05 06:19:55  Not found matching.png, maybe match done 
03-05 06:19:55  matching done 
03-05 06:19:55  Game is going on. 
03-05 06:20:05  Select card. 
03-05 06:20:10  Wait for succeed 
03-05 06:20:10  Game is going on. 
03-05 06:20:28  Game is going on. 
03-05 06:20:28  Looking for image: bk1.png 
03-05 06:20:52  Game is going on. 
03-05 06:20:52  Looking for image: bk1.png 
03-05 06:21:16  Game is going on. 
03-05 06:21:16  Looking for image: bk1.png 
03-05 06:21:21  I Give up 
03-05 06:21:45  Looking for image: bk1.png 
03-05 06:21:45  Total have win: 21 
03-05 06:21:45  Start Match 
03-05 06:21:48  start round match 
03-05 06:21:50  Looking for image: matching.png 
03-05 06:21:51  Still in matching 
03-05 06:21:53  Looking for image: matching.png 
03-05 06:21:54  Still in matching 
03-05 06:21:56  Looking for image: matching.png 
03-05 06:21:56  Still in matching 
03-05 06:21:59  Looking for image: matching.png 
03-05 06:21:59  Still in matching 
03-05 06:22:02  Looking for image: matching.png 
03-05 06:22:02  Still in matching 
03-05 06:22:05  Looking for image: matching.png 
03-05 06:22:05  Still in matching 
03-05 06:22:07  Looking for image: matching.png 
03-05 06:22:08  Still in matching 
03-05 06:22:10  Looking for image: matching.png 
03-05 06:22:14  Still in matching 
03-05 06:22:16  Looking for image: matching.png 
03-05 06:22:22  Not found matching.png, maybe match done 
03-05 06:22:24  Looking for image: matching.png 
03-05 06:22:30  Not found matching.png, maybe match done 
03-05 06:22:32  Looking for image: matching.png 
03-05 06:22:37  Not found matching.png, maybe match done 
03-05 06:22:37  matching done 
03-05 06:22:37  Game is going on. 
03-05 06:22:47  Select card. 
03-05 06:22:53  Wait for succeed 
03-05 06:22:53  Game is going on. 
03-05 06:23:11  Game is going on. 
03-05 06:23:11  Looking for image: bk1.png 
03-05 06:23:11  I win this round 
03-05 06:23:11  Total have win: 22 
03-05 06:23:11  Start Match 
03-05 06:23:13  start round match 
03-05 06:23:16  Looking for image: matching.png 
03-05 06:23:16  Still in matching 
03-05 06:23:19  Looking for image: matching.png 
03-05 06:23:19  Still in matching 
03-05 06:23:21  Looking for image: matching.png 
03-05 06:23:22  Still in matching 
03-05 06:23:24  Looking for image: matching.png 
03-05 06:23:25  Still in matching 
03-05 06:23:27  Looking for image: matching.png 
03-05 06:23:28  Still in matching 
03-05 06:23:30  Looking for image: matching.png 
03-05 06:23:31  Still in matching 
03-05 06:23:33  Looking for image: matching.png 
03-05 06:23:34  Still in matching 
03-05 06:23:37  Looking for image: matching.png 
03-05 06:23:42  Not found matching.png, maybe match done 
03-05 06:23:45  Looking for image: matching.png 
03-05 06:23:50  Not found matching.png, maybe match done 
03-05 06:23:52  Looking for image: matching.png 
03-05 06:23:58  Not found matching.png, maybe match done 
03-05 06:23:58  matching done 
03-05 06:23:58  Game is going on. 
03-05 06:24:08  Select card. 
03-05 06:24:13  Wait for succeed 
03-05 06:24:13  Game is going on. 
03-05 06:24:31  Game is going on. 
03-05 06:24:31  Looking for image: bk1.png 
03-05 06:24:55  Game is going on. 
03-05 06:24:55  Looking for image: bk1.png 
03-05 06:25:19  Game is going on. 
03-05 06:25:19  Looking for image: bk1.png 
03-05 06:25:24  I Give up 
03-05 06:25:48  Looking for image: bk1.png 
03-05 06:25:48  Total have win: 22 
03-05 06:25:48  Start Match 
03-05 06:25:51  start round match 
03-05 06:25:53  Looking for image: matching.png 
03-05 06:25:54  Still in matching 
03-05 06:25:56  Looking for image: matching.png 
03-05 06:25:56  Still in matching 
03-05 06:25:59  Looking for image: matching.png 
03-05 06:25:59  Still in matching 
03-05 06:26:02  Looking for image: matching.png 
03-05 06:26:02  Still in matching 
03-05 06:26:04  Looking for image: matching.png 
03-05 06:26:05  Still in matching 
03-05 06:26:07  Looking for image: matching.png 
03-05 06:26:10  Still in matching 
03-05 06:26:12  Looking for image: matching.png 
03-05 06:26:18  Not found matching.png, maybe match done 
03-05 06:26:20  Looking for image: matching.png 
03-05 06:26:26  Not found matching.png, maybe match done 
03-05 06:26:28  Looking for image: matching.png 
03-05 06:26:34  Not found matching.png, maybe match done 
03-05 06:26:34  matching done 
03-05 06:26:34  Game is going on. 
03-05 06:26:44  Select card. 
03-05 06:26:49  Wait for succeed 
03-05 06:26:49  Game is going on. 
03-05 06:27:07  Game is going on. 
03-05 06:27:07  Looking for image: bk1.png 
03-05 06:27:08  I win this round 
03-05 06:27:08  Total have win: 23 
03-05 06:27:08  Start Match 
03-05 06:27:10  start round match 
03-05 06:27:12  Looking for image: matching.png 
03-05 06:27:13  Still in matching 
03-05 06:27:15  Looking for image: matching.png 
03-05 06:27:16  Still in matching 
03-05 06:27:18  Looking for image: matching.png 
03-05 06:27:19  Still in matching 
03-05 06:27:21  Looking for image: matching.png 
03-05 06:27:22  Still in matching 
03-05 06:27:24  Looking for image: matching.png 
03-05 06:27:25  Still in matching 
03-05 06:27:27  Looking for image: matching.png 
03-05 06:27:27  Still in matching 
03-05 06:27:30  Looking for image: matching.png 
03-05 06:27:30  Still in matching 
03-05 06:27:33  Looking for image: matching.png 
03-05 06:27:38  Not found matching.png, maybe match done 
03-05 06:27:40  Looking for image: matching.png 
03-05 06:27:46  Not found matching.png, maybe match done 
03-05 06:27:48  Looking for image: matching.png 
03-05 06:27:53  Not found matching.png, maybe match done 
03-05 06:27:53  matching done 
03-05 06:27:53  Game is going on. 
03-05 06:28:03  Select card. 
03-05 06:28:09  Wait for succeed 
03-05 06:28:09  Game is going on. 
03-05 06:28:27  Game is going on. 
03-05 06:28:27  Looking for image: bk1.png 
03-05 06:28:50  Game is going on. 
03-05 06:28:50  Looking for image: bk1.png 
03-05 06:29:14  Game is going on. 
03-05 06:29:14  Looking for image: bk1.png 
03-05 06:29:19  I Give up 
03-05 06:29:43  Looking for image: bk1.png 
03-05 06:29:43  Total have win: 23 
03-05 06:29:43  Start Match 
03-05 06:29:46  start round match 
03-05 06:29:48  Looking for image: matching.png 
03-05 06:29:48  Still in matching 
03-05 06:29:51  Looking for image: matching.png 
03-05 06:29:51  Still in matching 
03-05 06:29:53  Looking for image: matching.png 
03-05 06:29:54  Still in matching 
03-05 06:29:56  Looking for image: matching.png 
03-05 06:30:02  Not found matching.png, maybe match done 
03-05 06:30:04  Looking for image: matching.png 
03-05 06:30:10  Not found matching.png, maybe match done 
03-05 06:30:12  Looking for image: matching.png 
03-05 06:30:18  Not found matching.png, maybe match done 
03-05 06:30:18  matching done 
03-05 06:30:18  Game is going on. 
03-05 06:30:28  Select card. 
03-05 06:30:33  Wait for succeed 
03-05 06:30:33  Game is going on. 
03-05 06:30:51  Game is going on. 
03-05 06:30:51  Looking for image: bk1.png 
03-05 06:31:15  Game is going on. 
03-05 06:31:15  Looking for image: bk1.png 
03-05 06:31:39  Game is going on. 
03-05 06:31:39  Looking for image: bk1.png 
03-05 06:31:44  I Give up 
03-05 06:32:08  Looking for image: bk1.png 
03-05 06:32:08  Total have win: 23 
03-05 06:32:08  Start Match 
03-05 06:32:11  start round match 
03-05 06:32:13  Looking for image: matching.png 
03-05 06:32:14  Still in matching 
03-05 06:32:16  Looking for image: matching.png 
03-05 06:32:17  Still in matching 
03-05 06:32:19  Looking for image: matching.png 
03-05 06:32:19  Still in matching 
03-05 06:32:22  Looking for image: matching.png 
03-05 06:32:22  Still in matching 
03-05 06:32:24  Looking for image: matching.png 
03-05 06:32:28  Still in matching 
03-05 06:32:30  Looking for image: matching.png 
03-05 06:32:36  Not found matching.png, maybe match done 
03-05 06:32:38  Looking for image: matching.png 
03-05 06:32:44  Not found matching.png, maybe match done 
03-05 06:32:46  Looking for image: matching.png 
03-05 06:32:52  Not found matching.png, maybe match done 
03-05 06:32:52  matching done 
03-05 06:32:52  Game is going on. 
03-05 06:33:02  Select card. 
03-05 06:33:08  Wait for succeed 
03-05 06:33:08  Game is going on. 
03-05 06:33:26  Game is going on. 
03-05 06:33:26  Looking for image: bk1.png 
03-05 06:33:49  Game is going on. 
03-05 06:33:49  Looking for image: bk1.png 
03-05 06:34:13  Game is going on. 
03-05 06:34:13  Looking for image: bk1.png 
03-05 06:34:19  I Give up 
03-05 06:34:42  Looking for image: bk1.png 
03-05 06:34:43  Total have win: 23 
03-05 06:34:43  Start Match 
03-05 06:34:45  start round match 
03-05 06:34:47  Looking for image: matching.png 
03-05 06:34:48  Still in matching 
03-05 06:34:50  Looking for image: matching.png 
03-05 06:34:51  Still in matching 
03-05 06:34:53  Looking for image: matching.png 
03-05 06:34:54  Still in matching 
03-05 06:34:56  Looking for image: matching.png 
03-05 06:34:57  Still in matching 
03-05 06:34:59  Looking for image: matching.png 
03-05 06:34:59  Still in matching 
03-05 06:35:02  Looking for image: matching.png 
03-05 06:35:07  Not found matching.png, maybe match done 
03-05 06:35:09  Looking for image: matching.png 
03-05 06:35:15  Not found matching.png, maybe match done 
03-05 06:35:17  Looking for image: matching.png 
03-05 06:35:23  Not found matching.png, maybe match done 
03-05 06:35:23  matching done 
03-05 06:35:23  Game is going on. 
03-05 06:35:33  Select card. 
03-05 06:35:38  Wait for succeed 
03-05 06:35:38  Game is going on. 
03-05 06:35:56  Game is going on. 
03-05 06:35:56  Looking for image: bk1.png 
03-05 06:36:20  Game is going on. 
03-05 06:36:20  Looking for image: bk1.png 
03-05 06:36:43  Game is going on. 
03-05 06:36:43  Looking for image: bk1.png 
03-05 06:36:49  I Give up 
03-05 06:37:12  Looking for image: bk1.png 
03-05 06:37:13  Total have win: 23 
03-05 06:37:13  Start Match 
03-05 06:37:15  start round match 
03-05 06:37:18  Looking for image: matching.png 
03-05 06:37:18  Still in matching 
03-05 06:37:20  Looking for image: matching.png 
03-05 06:37:21  Still in matching 
03-05 06:37:23  Looking for image: matching.png 
03-05 06:37:24  Still in matching 
03-05 06:37:26  Looking for image: matching.png 
03-05 06:37:27  Still in matching 
03-05 06:37:29  Looking for image: matching.png 
03-05 06:37:30  Still in matching 
03-05 06:37:32  Looking for image: matching.png 
03-05 06:37:33  Still in matching 
03-05 06:37:35  Looking for image: matching.png 
03-05 06:37:36  Still in matching 
03-05 06:37:38  Looking for image: matching.png 
03-05 06:37:38  Still in matching 
03-05 06:37:41  Looking for image: matching.png 
03-05 06:37:41  Still in matching 
03-05 06:37:43  Looking for image: matching.png 
03-05 06:37:45  Still in matching 
03-05 06:37:47  Looking for image: matching.png 
03-05 06:37:53  Not found matching.png, maybe match done 
03-05 06:37:55  Looking for image: matching.png 
03-05 06:38:01  Not found matching.png, maybe match done 
03-05 06:38:03  Looking for image: matching.png 
03-05 06:38:09  Not found matching.png, maybe match done 
03-05 06:38:09  matching done 
03-05 06:38:09  Game is going on. 
03-05 06:38:19  Select card. 
03-05 06:38:24  Wait for succeed 
03-05 06:38:24  Game is going on. 
03-05 06:38:42  Game is going on. 
03-05 06:38:42  Looking for image: bk1.png 
03-05 06:39:06  Game is going on. 
03-05 06:39:06  Looking for image: bk1.png 
03-05 06:39:29  Game is going on. 
03-05 06:39:29  Looking for image: bk1.png 
03-05 06:39:35  I Give up 
03-05 06:39:58  Looking for image: bk1.png 
03-05 06:39:59  Total have win: 23 
03-05 06:39:59  Start Match 
03-05 06:40:01  start round match 
03-05 06:40:03  Looking for image: matching.png 
03-05 06:40:09  Not found matching.png, maybe match done 
03-05 06:40:11  Looking for image: matching.png 
03-05 06:40:17  Not found matching.png, maybe match done 
03-05 06:40:19  Looking for image: matching.png 
03-05 06:40:24  Not found matching.png, maybe match done 
03-05 06:40:24  matching done 
03-05 06:40:24  Game is going on. 
03-05 06:40:34  Select card. 
03-05 06:40:39  Wait for succeed 
03-05 06:40:39  Game is going on. 
03-05 06:40:57  Game is going on. 
03-05 06:40:57  Looking for image: bk1.png 
03-05 06:41:21  Game is going on. 
03-05 06:41:21  Looking for image: bk1.png 
03-05 06:41:45  Game is going on. 
03-05 06:41:45  Looking for image: bk1.png 
03-05 06:41:51  I Give up 
03-05 06:42:14  Looking for image: bk1.png 
03-05 06:42:14  Total have win: 23 
03-05 06:42:14  Start Match 
03-05 06:42:17  start round match 
03-05 06:42:19  Looking for image: matching.png 
03-05 06:42:20  Still in matching 
03-05 06:42:22  Looking for image: matching.png 
03-05 06:42:23  Still in matching 
03-05 06:42:25  Looking for image: matching.png 
03-05 06:42:25  Still in matching 
03-05 06:42:28  Looking for image: matching.png 
03-05 06:42:28  Still in matching 
03-05 06:42:30  Looking for image: matching.png 
03-05 06:42:36  Not found matching.png, maybe match done 
03-05 06:42:38  Looking for image: matching.png 
03-05 06:42:44  Not found matching.png, maybe match done 
03-05 06:42:46  Looking for image: matching.png 
03-05 06:42:52  Not found matching.png, maybe match done 
03-05 06:42:52  matching done 
03-05 06:42:52  Game is going on. 
03-05 06:43:02  Select card. 
03-05 06:43:07  Wait for succeed 
03-05 06:43:07  Game is going on. 
03-05 06:43:25  Game is going on. 
03-05 06:43:25  Looking for image: bk1.png 
03-05 06:43:48  Game is going on. 
03-05 06:43:48  Looking for image: bk1.png 
03-05 06:44:12  Game is going on. 
03-05 06:44:12  Looking for image: bk1.png 
03-05 06:44:18  I Give up 
03-05 06:44:41  Looking for image: bk1.png 
03-05 06:44:42  Total have win: 23 
03-05 06:44:42  Start Match 
03-05 06:44:44  start round match 
03-05 06:44:46  Looking for image: matching.png 
03-05 06:44:47  Still in matching 
03-05 06:44:49  Looking for image: matching.png 
03-05 06:44:50  Still in matching 
03-05 06:44:52  Looking for image: matching.png 
03-05 06:44:52  Still in matching 
03-05 06:44:55  Looking for image: matching.png 
03-05 06:44:55  Still in matching 
03-05 06:44:57  Looking for image: matching.png 
03-05 06:45:03  Not found matching.png, maybe match done 
03-05 06:45:06  Looking for image: matching.png 
03-05 06:45:11  Not found matching.png, maybe match done 
03-05 06:45:14  Looking for image: matching.png 
03-05 06:45:19  Not found matching.png, maybe match done 
03-05 06:45:19  matching done 
03-05 06:45:19  Game is going on. 
03-05 06:45:29  Select card. 
03-05 06:45:34  Wait for succeed 
03-05 06:45:34  Game is going on. 
03-05 06:45:52  Game is going on. 
03-05 06:45:52  Looking for image: bk1.png 
03-05 06:46:16  Game is going on. 
03-05 06:46:16  Looking for image: bk1.png 
03-05 06:46:40  Game is going on. 
03-05 06:46:40  Looking for image: bk1.png 
03-05 06:46:46  I Give up 
03-05 06:47:09  Looking for image: bk1.png 
03-05 06:47:10  Total have win: 23 
03-05 06:47:10  Start Match 
03-05 06:47:12  start round match 
03-05 06:47:14  Looking for image: matching.png 
03-05 06:47:15  Still in matching 
03-05 06:47:17  Looking for image: matching.png 
03-05 06:47:18  Still in matching 
03-05 06:47:20  Looking for image: matching.png 
03-05 06:47:21  Still in matching 
03-05 06:47:23  Looking for image: matching.png 
03-05 06:47:24  Still in matching 
03-05 06:47:26  Looking for image: matching.png 
03-05 06:47:26  Still in matching 
03-05 06:47:29  Looking for image: matching.png 
03-05 06:47:29  Still in matching 
03-05 06:47:31  Looking for image: matching.png 
03-05 06:47:37  Not found matching.png, maybe match done 
03-05 06:47:40  Looking for image: matching.png 
03-05 06:47:45  Not found matching.png, maybe match done 
03-05 06:47:47  Looking for image: matching.png 
03-05 06:47:53  Not found matching.png, maybe match done 
03-05 06:47:53  matching done 
03-05 06:47:53  Game is going on. 
03-05 06:48:03  Select card. 
03-05 06:48:09  Wait for succeed 
03-05 06:48:09  Game is going on. 
03-05 06:48:27  Game is going on. 
03-05 06:48:27  Looking for image: bk1.png 
03-05 06:48:50  Game is going on. 
03-05 06:48:50  Looking for image: bk1.png 
03-05 06:49:14  Game is going on. 
